item,year,gsdp,state
Hotels & restaurants,2011-12,1087348,Andhra_Pradesh
Hotels & restaurants,2012-13,1190463,Andhra_Pradesh
Hotels & restaurants,2013-14,1301284,Andhra_Pradesh
Hotels & restaurants,2014-15,1467938,Andhra_Pradesh
Hotels & restaurants,2015-16,1660073,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,3351079,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,3839568,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,4405851,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,5097652,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,6072643,Andhra_Pradesh
Railways,2011-12,202215,Andhra_Pradesh
Railways,2012-13,229754,Andhra_Pradesh
Railways,2013-14,229577,Andhra_Pradesh
Railways,2014-15,259482,Andhra_Pradesh
Railways,2015-16,335247,Andhra_Pradesh
Road transport,2011-12,2195731,Andhra_Pradesh
Road transport,2012-13,2533015,Andhra_Pradesh
Road transport,2013-14,2870094,Andhra_Pradesh
Road transport,2014-15,3194576,Andhra_Pradesh
Road transport,2015-16,3782060,Andhra_Pradesh
Water transport,2011-12,26907,Andhra_Pradesh
Water transport,2012-13,25331,Andhra_Pradesh
Water transport,2013-14,22460,Andhra_Pradesh
Water transport,2014-15,24152,Andhra_Pradesh
Water transport,2015-16,23882,Andhra_Pradesh
Air transport,2011-12,37365,Andhra_Pradesh
Air transport,2012-13,67807,Andhra_Pradesh
Air transport,2013-14,56345,Andhra_Pradesh
Air transport,2014-15,171785,Andhra_Pradesh
Air transport,2015-16,227201,Andhra_Pradesh
Services incidental to transport,2011-12,47206,Andhra_Pradesh
Services incidental to transport,2012-13,39823,Andhra_Pradesh
Services incidental to transport,2013-14,44645,Andhra_Pradesh
Services incidental to transport,2014-15,55349,Andhra_Pradesh
Services incidental to transport,2015-16,61998,Andhra_Pradesh
Storage,2011-12,27642,Andhra_Pradesh
Storage,2012-13,31514,Andhra_Pradesh
Storage,2013-14,34986,Andhra_Pradesh
Storage,2014-15,42787,Andhra_Pradesh
Storage,2015-16,48175,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,814013,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,912325,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,1147745,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,1349520,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,1594080,Andhra_Pradesh
Financial services,2011-12,2879395,Andhra_Pradesh
Financial services,2012-13,3211947,Andhra_Pradesh
Financial services,2013-14,3610955,Andhra_Pradesh
Financial services,2014-15,4094169,Andhra_Pradesh
Financial services,2015-16,4482507,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,14366759,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,17695719,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,21856110,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,24766393,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,29229656,Andhra_Pradesh
Public administration,2011-12,1488762,Andhra_Pradesh
Public administration,2012-13,1785628,Andhra_Pradesh
Public administration,2013-14,2060700,Andhra_Pradesh
Public administration,2014-15,2232584,Andhra_Pradesh
Public administration,2015-16,2376712,Andhra_Pradesh
Other services,2011-12,3256051,Andhra_Pradesh
Other services,2012-13,3837408,Andhra_Pradesh
Other services,2013-14,4501578,Andhra_Pradesh
Other services,2014-15,5308174,Andhra_Pradesh
Other services,2015-16,6267020,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,4837594,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,5036409,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,5501261,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,5930617,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,5871958,Andhra_Pradesh
Crops,2011-12,2904593,Andhra_Pradesh
Crops,2012-13,2640015,Andhra_Pradesh
Crops,2013-14,2837347,Andhra_Pradesh
Crops,2014-15,3070386,Andhra_Pradesh
Crops,2015-16,2685772,Andhra_Pradesh
Livestock,2011-12,1125351,Andhra_Pradesh
Livestock,2012-13,1411393,Andhra_Pradesh
Livestock,2013-14,1548294,Andhra_Pradesh
Livestock,2014-15,1656104,Andhra_Pradesh
Livestock,2015-16,1890417,Andhra_Pradesh
Forestry and logging,2011-12,430286,Andhra_Pradesh
Forestry and logging,2012-13,469819,Andhra_Pradesh
Forestry and logging,2013-14,492782,Andhra_Pradesh
Forestry and logging,2014-15,499808,Andhra_Pradesh
Forestry and logging,2015-16,559582,Andhra_Pradesh
Fishing and aquaculture,2011-12,377363,Andhra_Pradesh
Fishing and aquaculture,2012-13,515183,Andhra_Pradesh
Fishing and aquaculture,2013-14,622837,Andhra_Pradesh
Fishing and aquaculture,2014-15,704319,Andhra_Pradesh
Fishing and aquaculture,2015-16,736188,Andhra_Pradesh
Mining and quarrying,2011-12,272483,Andhra_Pradesh
Mining and quarrying,2012-13,267683,Andhra_Pradesh
Mining and quarrying,2013-14,401836,Andhra_Pradesh
Mining and quarrying,2014-15,558824,Andhra_Pradesh
Mining and quarrying,2015-16,593520,Andhra_Pradesh
Manufacturing,2011-12,3420404,Andhra_Pradesh
Manufacturing,2012-13,4054145,Andhra_Pradesh
Manufacturing,2013-14,4069129,Andhra_Pradesh
Manufacturing,2014-15,4273567,Andhra_Pradesh
Manufacturing,2015-16,4670069,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,467898,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,538745,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,570824,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,482470,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,611019,Andhra_Pradesh
Construction,2011-12,5308794,Andhra_Pradesh
Construction,2012-13,5544177,Andhra_Pradesh
Construction,2013-14,6436556,Andhra_Pradesh
Construction,2014-15,7314003,Andhra_Pradesh
Construction,2015-16,7722140,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,5321692,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,6502369,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,7368355,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,8557345,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,9916986,Andhra_Pradesh
Trade & repair services*,2011-12,4732163,Andhra_Pradesh
Trade & repair services*,2012-13,5849587,Andhra_Pradesh
Trade & repair services*,2013-14,6657209,Andhra_Pradesh
Trade & repair services*,2014-15,7763847,Andhra_Pradesh
Trade & repair services*,2015-16,9031847,Andhra_Pradesh
Hotels & restaurants,2011-12,589529,Andhra_Pradesh
Hotels & restaurants,2012-13,652782,Andhra_Pradesh
Hotels & restaurants,2013-14,711146,Andhra_Pradesh
Hotels & restaurants,2014-15,793498,Andhra_Pradesh
Hotels & restaurants,2015-16,885139,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,2797969,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,3110217,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,3608615,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,4020934,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,4613037,Andhra_Pradesh
Railways,2011-12,98140,Andhra_Pradesh
Railways,2012-13,119548,Andhra_Pradesh
Railways,2013-14,126962,Andhra_Pradesh
Railways,2014-15,147897,Andhra_Pradesh
Railways,2015-16,172284,Andhra_Pradesh
Road transport**,2011-12,2001208,Andhra_Pradesh
Road transport**,2012-13,2237489,Andhra_Pradesh
Road transport**,2013-14,2591554,Andhra_Pradesh
Road transport**,2014-15,2761427,Andhra_Pradesh
Road transport**,2015-16,2963818,Andhra_Pradesh
Water transport,2011-12,28281,Andhra_Pradesh
Water transport,2012-13,24400,Andhra_Pradesh
Water transport,2013-14,20105,Andhra_Pradesh
Water transport,2014-15,26956,Andhra_Pradesh
Water transport,2015-16,29934,Andhra_Pradesh
Air transport,2011-12,26891,Andhra_Pradesh
Air transport,2012-13,52009,Andhra_Pradesh
Air transport,2013-14,42831,Andhra_Pradesh
Air transport,2014-15,125029,Andhra_Pradesh
Air transport,2015-16,326208,Andhra_Pradesh
Services incidental to transport,2011-12,61793,Andhra_Pradesh
Services incidental to transport,2012-13,59010,Andhra_Pradesh
Services incidental to transport,2013-14,69440,Andhra_Pradesh
Services incidental to transport,2014-15,71567,Andhra_Pradesh
Services incidental to transport,2015-16,75275,Andhra_Pradesh
Storage,2011-12,3317,Andhra_Pradesh
Storage,2012-13,3736,Andhra_Pradesh
Storage,2013-14,2877,Andhra_Pradesh
Storage,2014-15,3290,Andhra_Pradesh
Storage,2015-16,3822,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,578340,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,614025,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,754846,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,884767,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,1041695,Andhra_Pradesh
Financial services,2011-12,1430848,Andhra_Pradesh
Financial services,2012-13,1629698,Andhra_Pradesh
Financial services,2013-14,1853055,Andhra_Pradesh
Financial services,2014-15,2010306,Andhra_Pradesh
Financial services,2015-16,2180902,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,4220948,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,5223391,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,6190742,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,7287633,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,8584749,Andhra_Pradesh
Public administration,2011-12,1585585,Andhra_Pradesh
Public administration,2012-13,1718357,Andhra_Pradesh
Public administration,2013-14,1874509,Andhra_Pradesh
Public administration,2014-15,2068915,Andhra_Pradesh
Public administration,2015-16,2306545,Andhra_Pradesh
Other services,2011-12,3965096,Andhra_Pradesh
Other services,2012-13,4503098,Andhra_Pradesh
Other services,2013-14,5035147,Andhra_Pradesh
Other services,2014-15,5728645,Andhra_Pradesh
Other services,2015-16,6503671,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,9107231,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,12640261,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,14859567,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,16235647,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,17861367,Andhra_Pradesh
"Agriculture, forestry and fishing",2016-17,23308835,Andhra_Pradesh
Crops,2011-12,7333369,Andhra_Pradesh
Crops,2012-13,10540449,Andhra_Pradesh
Crops,2013-14,12457830,Andhra_Pradesh
Crops,2014-15,13216013,Andhra_Pradesh
Crops,2015-16,13958549,Andhra_Pradesh
Crops,2016-17,18661843,Andhra_Pradesh
Livestock,2011-12,897640,Andhra_Pradesh
Livestock,2012-13,1129978,Andhra_Pradesh
Livestock,2013-14,1363179,Andhra_Pradesh
Livestock,2014-15,1932769,Andhra_Pradesh
Livestock,2015-16,2745187,Andhra_Pradesh
Livestock,2016-17,3375141,Andhra_Pradesh
Forestry and logging,2011-12,811315,Andhra_Pradesh
Forestry and logging,2012-13,892627,Andhra_Pradesh
Forestry and logging,2013-14,943162,Andhra_Pradesh
Forestry and logging,2014-15,965588,Andhra_Pradesh
Forestry and logging,2015-16,1018504,Andhra_Pradesh
Forestry and logging,2016-17,1091337,Andhra_Pradesh
Fishing and aquaculture,2011-12,64907,Andhra_Pradesh
Fishing and aquaculture,2012-13,77207,Andhra_Pradesh
Fishing and aquaculture,2013-14,95396,Andhra_Pradesh
Fishing and aquaculture,2014-15,121277,Andhra_Pradesh
Fishing and aquaculture,2015-16,139127,Andhra_Pradesh
Fishing and aquaculture,2016-17,180514,Andhra_Pradesh
Mining and quarrying,2011-12,1171195,Andhra_Pradesh
Mining and quarrying,2012-13,1260187,Andhra_Pradesh
Mining and quarrying,2013-14,1548066,Andhra_Pradesh
Mining and quarrying,2014-15,1618373,Andhra_Pradesh
Mining and quarrying,2015-16,1686385,Andhra_Pradesh
Mining and quarrying,2016-17,1924216,Andhra_Pradesh
Manufacturing,2011-12,3828625,Andhra_Pradesh
Manufacturing,2012-13,4171724,Andhra_Pradesh
Manufacturing,2013-14,4018450,Andhra_Pradesh
Manufacturing,2014-15,4368833,Andhra_Pradesh
Manufacturing,2015-16,4730335,Andhra_Pradesh
Manufacturing,2016-17,5175608,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,903127,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,1011624,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,1161616,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,1272905,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,1520303,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,1679614,Andhra_Pradesh
Construction,2011-12,3495447,Andhra_Pradesh
Construction,2012-13,3499404,Andhra_Pradesh
Construction,2013-14,4080463,Andhra_Pradesh
Construction,2014-15,4403151,Andhra_Pradesh
Construction,2015-16,4772101,Andhra_Pradesh
Construction,2016-17,5186891,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,3378935,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,4128368,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,4714291,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,5357515,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,6237544,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2016-17,6914838,Andhra_Pradesh
Trade & repair services,2011-12,3149375,Andhra_Pradesh
Trade & repair services,2012-13,3873696,Andhra_Pradesh
Trade & repair services,2013-14,4427944,Andhra_Pradesh
Trade & repair services,2014-15,5053625,Andhra_Pradesh
Trade & repair services,2015-16,5901007,Andhra_Pradesh
Trade & repair services,2016-17,6556695,Andhra_Pradesh
Hotels & restaurants,2011-12,229560,Andhra_Pradesh
Hotels & restaurants,2012-13,254672,Andhra_Pradesh
Hotels & restaurants,2013-14,286347,Andhra_Pradesh
Hotels & restaurants,2014-15,303890,Andhra_Pradesh
Hotels & restaurants,2015-16,336537,Andhra_Pradesh
Hotels & restaurants,2016-17,358143,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,1831032,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,2199650,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,2505384,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,2865802,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,3329850,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,3806046,Andhra_Pradesh
Railways,2011-12,318912,Andhra_Pradesh
Railways,2012-13,436586,Andhra_Pradesh
Railways,2013-14,457608,Andhra_Pradesh
Railways,2014-15,498734,Andhra_Pradesh
Railways,2015-16,581300,Andhra_Pradesh
Railways,2016-17,617543,Andhra_Pradesh
Road transport,2011-12,949685,Andhra_Pradesh
Road transport,2012-13,1096094,Andhra_Pradesh
Road transport,2013-14,1209997,Andhra_Pradesh
Road transport,2014-15,1369235,Andhra_Pradesh
Road transport,2015-16,1538680,Andhra_Pradesh
Road transport,2016-17,1705112,Andhra_Pradesh
Water transport,2011-12,0,Andhra_Pradesh
Water transport,2012-13,0,Andhra_Pradesh
Water transport,2013-14,0,Andhra_Pradesh
Water transport,2014-15,0,Andhra_Pradesh
Water transport,2015-16,0,Andhra_Pradesh
Water transport,2016-17,0,Andhra_Pradesh
Air transport,2011-12,4209,Andhra_Pradesh
Air transport,2012-13,8197,Andhra_Pradesh
Air transport,2013-14,6141,Andhra_Pradesh
Air transport,2014-15,26746,Andhra_Pradesh
Air transport,2015-16,26745,Andhra_Pradesh
Air transport,2016-17,54206,Andhra_Pradesh
Services incidental to transport,2011-12,25479,Andhra_Pradesh
Services incidental to transport,2012-13,29362,Andhra_Pradesh
Services incidental to transport,2013-14,32489,Andhra_Pradesh
Services incidental to transport,2014-15,36694,Andhra_Pradesh
Services incidental to transport,2015-16,41412,Andhra_Pradesh
Services incidental to transport,2016-17,46101,Andhra_Pradesh
Storage,2011-12,18514,Andhra_Pradesh
Storage,2012-13,23059,Andhra_Pradesh
Storage,2013-14,26256,Andhra_Pradesh
Storage,2014-15,29012,Andhra_Pradesh
Storage,2015-16,33987,Andhra_Pradesh
Storage,2016-17,38059,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,514233,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,606352,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,772893,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,905381,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,1107726,Andhra_Pradesh
Communication & services related to broadcasting,2016-17,1345025,Andhra_Pradesh
Financial services,2011-12,1593654,Andhra_Pradesh
Financial services,2012-13,1732129,Andhra_Pradesh
Financial services,2013-14,1920614,Andhra_Pradesh
Financial services,2014-15,1988794,Andhra_Pradesh
Financial services,2015-16,2384124,Andhra_Pradesh
Financial services,2016-17,2674933,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,1639308,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,1945857,Andhra_Pradesh
