item,year,gsdp,state
Construction,2011-12,4359171,Andhra_Pradesh
Construction,2012-13,4568112,Andhra_Pradesh
Construction,2013-14,4965979,Andhra_Pradesh
Construction,2014-15,5353326,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,4374625,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,5241569,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,6201013,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,7297290,Andhra_Pradesh
Trade & repair services,2011-12,4097894,Andhra_Pradesh
Trade & repair services,2012-13,4943212,Andhra_Pradesh
Trade & repair services,2013-14,5878264,Andhra_Pradesh
Trade & repair services,2014-15,6942748,Andhra_Pradesh
Hotels & restaurants,2011-12,276731,Andhra_Pradesh
Hotels & restaurants,2012-13,298357,Andhra_Pradesh
Hotels & restaurants,2013-14,322749,Andhra_Pradesh
Hotels & restaurants,2014-15,354543,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,2312809,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,2748068,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,3300711,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,3814461,Andhra_Pradesh
Railways,2011-12,240962,Andhra_Pradesh
Railways,2012-13,336900,Andhra_Pradesh
Railways,2013-14,401763,Andhra_Pradesh
Railways,2014-15,464638,Andhra_Pradesh
Road transport,2011-12,1410655,Andhra_Pradesh
Road transport,2012-13,1636644,Andhra_Pradesh
Road transport,2013-14,1906004,Andhra_Pradesh
Road transport,2014-15,2121206,Andhra_Pradesh
Water transport,2011-12,0,Andhra_Pradesh
Water transport,2012-13,0,Andhra_Pradesh
Water transport,2013-14,0,Andhra_Pradesh
Water transport,2014-15,0,Andhra_Pradesh
Air transport,2011-12,6698,Andhra_Pradesh
Air transport,2012-13,12715,Andhra_Pradesh
Air transport,2013-14,10561,Andhra_Pradesh
Air transport,2014-15,13469,Andhra_Pradesh
Services incidental to transport,2011-12,31956,Andhra_Pradesh
Services incidental to transport,2012-13,37192,Andhra_Pradesh
Services incidental to transport,2013-14,43300,Andhra_Pradesh
Services incidental to transport,2014-15,47609,Andhra_Pradesh
Storage,2011-12,10113,Andhra_Pradesh
Storage,2012-13,11053,Andhra_Pradesh
Storage,2013-14,13916,Andhra_Pradesh
Storage,2014-15,16584,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,612425,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,713565,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,925166,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,1150955,Andhra_Pradesh
Financial services,2011-12,1364042,Andhra_Pradesh
Financial services,2012-13,1494592,Andhra_Pradesh
Financial services,2013-14,1717985,Andhra_Pradesh
Financial services,2014-15,1827413,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,4133721,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,4921093,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,5613758,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,6451997,Andhra_Pradesh
Public administration,2011-12,1467926,Andhra_Pradesh
Public administration,2012-13,1593519,Andhra_Pradesh
Public administration,2013-14,2001087,Andhra_Pradesh
Public administration,2014-15,2460364,Andhra_Pradesh
Other services,2011-12,2481856,Andhra_Pradesh
Other services,2012-13,2892295,Andhra_Pradesh
Other services,2013-14,3357215,Andhra_Pradesh
Other services,2014-15,4164287,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,90137,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,108278,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,122419,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,137447,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,159217,Andhra_Pradesh
Crops,2011-12,78207,Andhra_Pradesh
Crops,2012-13,94942,Andhra_Pradesh
Crops,2013-14,104440,Andhra_Pradesh
Crops,2014-15,114976,Andhra_Pradesh
Crops,2015-16,130878,Andhra_Pradesh
Livestock,2011-12,7627,Andhra_Pradesh
Livestock,2012-13,8747,Andhra_Pradesh
Livestock,2013-14,12986,Andhra_Pradesh
Livestock,2014-15,17338,Andhra_Pradesh
Livestock,2015-16,22925,Andhra_Pradesh
Forestry and logging,2011-12,4017,Andhra_Pradesh
Forestry and logging,2012-13,4137,Andhra_Pradesh
Forestry and logging,2013-14,4471,Andhra_Pradesh
Forestry and logging,2014-15,4529,Andhra_Pradesh
Forestry and logging,2015-16,4715,Andhra_Pradesh
Fishing and aquaculture,2011-12,287,Andhra_Pradesh
Fishing and aquaculture,2012-13,452,Andhra_Pradesh
Fishing and aquaculture,2013-14,523,Andhra_Pradesh
Fishing and aquaculture,2014-15,604,Andhra_Pradesh
Fishing and aquaculture,2015-16,699,Andhra_Pradesh
Mining and quarrying,2011-12,800,Andhra_Pradesh
Mining and quarrying,2012-13,896,Andhra_Pradesh
Mining and quarrying,2013-14,1238,Andhra_Pradesh
Mining and quarrying,2014-15,1329,Andhra_Pradesh
Mining and quarrying,2015-16,1584,Andhra_Pradesh
Manufacturing,2011-12,430623,Andhra_Pradesh
Manufacturing,2012-13,462562,Andhra_Pradesh
Manufacturing,2013-14,526856,Andhra_Pradesh
Manufacturing,2014-15,550697,Andhra_Pradesh
Manufacturing,2015-16,583579,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,186623,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,183906,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,184113,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,212499,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,222468,Andhra_Pradesh
Construction,2011-12,67095,Andhra_Pradesh
Construction,2012-13,67755,Andhra_Pradesh
Construction,2013-14,75613,Andhra_Pradesh
Construction,2014-15,82058,Andhra_Pradesh
Construction,2015-16,87830,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,31446,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,54858,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,69953,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,70568,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,80587,Andhra_Pradesh
Trade & repair services,2011-12,26677,Andhra_Pradesh
Trade & repair services,2012-13,49790,Andhra_Pradesh
Trade & repair services,2013-14,64502,Andhra_Pradesh
Trade & repair services,2014-15,64624,Andhra_Pradesh
Trade & repair services,2015-16,73799,Andhra_Pradesh
Hotels & restaurants,2011-12,4769,Andhra_Pradesh
Hotels & restaurants,2012-13,5069,Andhra_Pradesh
Hotels & restaurants,2013-14,5450,Andhra_Pradesh
Hotels & restaurants,2014-15,5945,Andhra_Pradesh
Hotels & restaurants,2015-16,6789,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,28365,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,36020,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,42349,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,47347,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,56397,Andhra_Pradesh
Railways,2011-12,0,Andhra_Pradesh
Railways,2012-13,0,Andhra_Pradesh
Railways,2013-14,0,Andhra_Pradesh
Railways,2014-15,0,Andhra_Pradesh
Railways,2015-16,0,Andhra_Pradesh
Road transport,2011-12,21351,Andhra_Pradesh
Road transport,2012-13,28414,Andhra_Pradesh
Road transport,2013-14,31829,Andhra_Pradesh
Road transport,2014-15,35283,Andhra_Pradesh
Road transport,2015-16,41863,Andhra_Pradesh
Water transport,2011-12,0,Andhra_Pradesh
Water transport,2012-13,0,Andhra_Pradesh
Water transport,2013-14,0,Andhra_Pradesh
Water transport,2014-15,0,Andhra_Pradesh
Water transport,2015-16,0,Andhra_Pradesh
Air transport,2011-12,0,Andhra_Pradesh
Air transport,2012-13,0,Andhra_Pradesh
Air transport,2013-14,0,Andhra_Pradesh
Air transport,2014-15,0,Andhra_Pradesh
Air transport,2015-16,0,Andhra_Pradesh
Services incidental to transport,2011-12,0,Andhra_Pradesh
Services incidental to transport,2012-13,0,Andhra_Pradesh
Services incidental to transport,2013-14,0,Andhra_Pradesh
Services incidental to transport,2014-15,0,Andhra_Pradesh
Services incidental to transport,2015-16,0,Andhra_Pradesh
Storage,2011-12,0,Andhra_Pradesh
Storage,2012-13,0,Andhra_Pradesh
Storage,2013-14,0,Andhra_Pradesh
Storage,2014-15,0,Andhra_Pradesh
Storage,2015-16,0,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,7014,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,7606,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,10520,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,12064,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,14534,Andhra_Pradesh
Financial services,2011-12,16521,Andhra_Pradesh
Financial services,2012-13,17692,Andhra_Pradesh
Financial services,2013-14,19924,Andhra_Pradesh
Financial services,2014-15,21079,Andhra_Pradesh
Financial services,2015-16,22871,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,58394,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,63935,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,68702,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,75330,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,82007,Andhra_Pradesh
Public administration,2011-12,74027,Andhra_Pradesh
Public administration,2012-13,85145,Andhra_Pradesh
Public administration,2013-14,94138,Andhra_Pradesh
Public administration,2014-15,119514,Andhra_Pradesh
Public administration,2015-16,140444,Andhra_Pradesh
Other services,2011-12,105179,Andhra_Pradesh
Other services,2012-13,115696,Andhra_Pradesh
Other services,2013-14,126386,Andhra_Pradesh
Other services,2014-15,149265,Andhra_Pradesh
Other services,2015-16,167844,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,8773221,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,8439666,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,10867130,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,13064238,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,13143892,Andhra_Pradesh
"Agriculture, forestry and fishing",2016-17,13707951,Andhra_Pradesh
Crops,2011-12,5375639,Andhra_Pradesh
Crops,2012-13,4696306,Andhra_Pradesh
Crops,2013-14,6294046,Andhra_Pradesh
Crops,2014-15,7297820,Andhra_Pradesh
Crops,2015-16,7280028,Andhra_Pradesh
Crops,2016-17,7557588,Andhra_Pradesh
Livestock,2011-12,2617944,Andhra_Pradesh
Livestock,2012-13,2972027,Andhra_Pradesh
Livestock,2013-14,3738883,Andhra_Pradesh
Livestock,2014-15,4693361,Andhra_Pradesh
Livestock,2015-16,4765971,Andhra_Pradesh
Livestock,2016-17,4995138,Andhra_Pradesh
Forestry and logging,2011-12,355528,Andhra_Pradesh
Forestry and logging,2012-13,338087,Andhra_Pradesh
Forestry and logging,2013-14,399307,Andhra_Pradesh
Forestry and logging,2014-15,392705,Andhra_Pradesh
Forestry and logging,2015-16,415952,Andhra_Pradesh
Forestry and logging,2016-17,434416,Andhra_Pradesh
Fishing and aquaculture,2011-12,424110,Andhra_Pradesh
Fishing and aquaculture,2012-13,433247,Andhra_Pradesh
Fishing and aquaculture,2013-14,434895,Andhra_Pradesh
Fishing and aquaculture,2014-15,680352,Andhra_Pradesh
Fishing and aquaculture,2015-16,681941,Andhra_Pradesh
Fishing and aquaculture,2016-17,720809,Andhra_Pradesh
Mining and quarrying,2011-12,326843,Andhra_Pradesh
Mining and quarrying,2012-13,317889,Andhra_Pradesh
Mining and quarrying,2013-14,318743,Andhra_Pradesh
Mining and quarrying,2014-15,265536,Andhra_Pradesh
Mining and quarrying,2015-16,261638,Andhra_Pradesh
Mining and quarrying,2016-17,276321,Andhra_Pradesh
Manufacturing,2011-12,15176801,Andhra_Pradesh
Manufacturing,2012-13,17826090,Andhra_Pradesh
Manufacturing,2013-14,18137892,Andhra_Pradesh
Manufacturing,2014-15,18914794,Andhra_Pradesh
Manufacturing,2015-16,20142365,Andhra_Pradesh
Manufacturing,2016-17,21026591,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,795604,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,1267240,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,1303592,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,1710379,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,2073838,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,2336516,Andhra_Pradesh
Construction,2011-12,9247221,Andhra_Pradesh
Construction,2012-13,10235650,Andhra_Pradesh
Construction,2013-14,11418102,Andhra_Pradesh
Construction,2014-15,12216718,Andhra_Pradesh
Construction,2015-16,13395808,Andhra_Pradesh
Construction,2016-17,14533745,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,7930219,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,9691628,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,11344765,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,12895842,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,14567728,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2016-17,15372472,Andhra_Pradesh
Trade & repair services,2011-12,6893400,Andhra_Pradesh
Trade & repair services,2012-13,8505165,Andhra_Pradesh
Trade & repair services,2013-14,9967754,Andhra_Pradesh
Trade & repair services,2014-15,11252588,Andhra_Pradesh
Trade & repair services,2015-16,12593468,Andhra_Pradesh
Trade & repair services,2016-17,13171329,Andhra_Pradesh
Hotels & restaurants,2011-12,1036819,Andhra_Pradesh
Hotels & restaurants,2012-13,1186463,Andhra_Pradesh
Hotels & restaurants,2013-14,1377011,Andhra_Pradesh
Hotels & restaurants,2014-15,1643253,Andhra_Pradesh
Hotels & restaurants,2015-16,1974260,Andhra_Pradesh
Hotels & restaurants,2016-17,2201143,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,5337904,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,6145938,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,6726593,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,7188320,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,8008838,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,8780319,Andhra_Pradesh
Railways,2011-12,316026,Andhra_Pradesh
Railways,2012-13,370416,Andhra_Pradesh
Railways,2013-14,401984,Andhra_Pradesh
Railways,2014-15,468553,Andhra_Pradesh
Railways,2015-16,548315,Andhra_Pradesh
Railways,2016-17,581276,Andhra_Pradesh
Road transport,2011-12,2866546,Andhra_Pradesh
Road transport,2012-13,3309408,Andhra_Pradesh
Road transport,2013-14,3581990,Andhra_Pradesh
Road transport,2014-15,3660994,Andhra_Pradesh
Road transport,2015-16,3851117,Andhra_Pradesh
Road transport,2016-17,3978671,Andhra_Pradesh
Water transport,2011-12,66379,Andhra_Pradesh
Water transport,2012-13,62574,Andhra_Pradesh
Water transport,2013-14,59573,Andhra_Pradesh
Water transport,2014-15,70414,Andhra_Pradesh
Water transport,2015-16,83962,Andhra_Pradesh
Water transport,2016-17,100526,Andhra_Pradesh
Air transport,2011-12,43317,Andhra_Pradesh
Air transport,2012-13,80632,Andhra_Pradesh
Air transport,2013-14,62921,Andhra_Pradesh
Air transport,2014-15,180836,Andhra_Pradesh
Air transport,2015-16,339750,Andhra_Pradesh
Air transport,2016-17,492323,Andhra_Pradesh
Services incidental to transport*,2011-12,822307,Andhra_Pradesh
Services incidental to transport*,2012-13,951481,Andhra_Pradesh
Services incidental to transport*,2013-14,939475,Andhra_Pradesh
Services incidental to transport*,2014-15,864407,Andhra_Pradesh
Services incidental to transport*,2015-16,980474,Andhra_Pradesh
Services incidental to transport*,2016-17,1113679,Andhra_Pradesh
Storage,2011-12,26961,Andhra_Pradesh
Storage,2012-13,28773,Andhra_Pradesh
Storage,2013-14,33162,Andhra_Pradesh
Storage,2014-15,39834,Andhra_Pradesh
Storage,2015-16,48814,Andhra_Pradesh
Storage,2016-17,60273,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,1196369,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,1342653,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,1647489,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,1903283,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,2156406,Andhra_Pradesh
Communication & services related to broadcasting,2016-17,2453571,Andhra_Pradesh
Financial services,2011-12,4019599,Andhra_Pradesh
Financial services,2012-13,4466210,Andhra_Pradesh
Financial services,2013-14,5088062,Andhra_Pradesh
Financial services,2014-15,5598498,Andhra_Pradesh
Financial services,2015-16,5990393,Andhra_Pradesh
Financial services,2016-17,6849037,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,10253371,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,12096018,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,14291455,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,16830213,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,19831868,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,23022995,Andhra_Pradesh
Public administration,2011-12,2598408,Andhra_Pradesh
Public administration,2012-13,2572501,Andhra_Pradesh
Public administration,2013-14,2962600,Andhra_Pradesh
Public administration,2014-15,3400800,Andhra_Pradesh
Public administration,2015-16,3728920,Andhra_Pradesh
Public administration,2016-17,4561182,Andhra_Pradesh
Other services,2011-12,4842953,Andhra_Pradesh
Other services,2012-13,5483888,Andhra_Pradesh
Other services,2013-14,6378431,Andhra_Pradesh
Other services,2014-15,7430115,Andhra_Pradesh
Other services,2015-16,8569379,Andhra_Pradesh
Other services,2016-17,9858347,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,5461488,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,6726490,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,7723553,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,7591501,Andhra_Pradesh
"Agriculture, forestry and fishing",2015-16,7755281,Andhra_Pradesh
"Agriculture, forestry and fishing",2016-17,9216180,Andhra_Pradesh
Crops,2011-12,3236819,Andhra_Pradesh
Crops,2012-13,4057031,Andhra_Pradesh
Crops,2013-14,4715888,Andhra_Pradesh
Crops,2014-15,4162493,Andhra_Pradesh
Crops,2015-16,3867873,Andhra_Pradesh
Crops,2016-17,4885862,Andhra_Pradesh
Livestock,2011-12,1884801,Andhra_Pradesh
Livestock,2012-13,2278539,Andhra_Pradesh
Livestock,2013-14,2539923,Andhra_Pradesh
Livestock,2014-15,2951299,Andhra_Pradesh
Livestock,2015-16,3436285,Andhra_Pradesh
Livestock,2016-17,3852198,Andhra_Pradesh
Forestry and logging,2011-12,191725,Andhra_Pradesh
Forestry and logging,2012-13,207059,Andhra_Pradesh
Forestry and logging,2013-14,218021,Andhra_Pradesh
Forestry and logging,2014-15,210741,Andhra_Pradesh
Forestry and logging,2015-16,213338,Andhra_Pradesh
Forestry and logging,2016-17,210850,Andhra_Pradesh
Fishing and aquaculture,2011-12,148143,Andhra_Pradesh
Fishing and aquaculture,2012-13,183861,Andhra_Pradesh
Fishing and aquaculture,2013-14,249721,Andhra_Pradesh
Fishing and aquaculture,2014-15,266968,Andhra_Pradesh
Fishing and aquaculture,2015-16,237785,Andhra_Pradesh
Fishing and aquaculture,2016-17,267270,Andhra_Pradesh
Mining and quarrying,2011-12,1106109,Andhra_Pradesh
Mining and quarrying,2012-13,1268476,Andhra_Pradesh
Mining and quarrying,2013-14,1238555,Andhra_Pradesh
Mining and quarrying,2014-15,1541853,Andhra_Pradesh
Mining and quarrying,2015-16,1723849,Andhra_Pradesh
Mining and quarrying,2016-17,1889245,Andhra_Pradesh
Manufacturing,2011-12,6215158,Andhra_Pradesh
Manufacturing,2012-13,5543115,Andhra_Pradesh
Manufacturing,2013-14,5714839,Andhra_Pradesh
Manufacturing,2014-15,6353711,Andhra_Pradesh
Manufacturing,2015-16,6677750,Andhra_Pradesh
Manufacturing,2016-17,7323500,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2011-12,783505,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2012-13,589605,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2013-14,870938,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2014-15,716266,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2015-16,661426,Andhra_Pradesh
"Electricity, gas, water supply & other utility services",2016-17,666068,Andhra_Pradesh
Construction,2011-12,2278975,Andhra_Pradesh
Construction,2012-13,2357786,Andhra_Pradesh
Construction,2013-14,2458242,Andhra_Pradesh
Construction,2014-15,2854024,Andhra_Pradesh
Construction,2015-16,3030401,Andhra_Pradesh
Construction,2016-17,3395388,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2011-12,3747813,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2012-13,4454669,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2013-14,5127458,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2014-15,6494607,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2015-16,7481535,Andhra_Pradesh
"Trade, repair, hotels and restaurants",2016-17,8786776,Andhra_Pradesh
Trade & repair services,2011-12,3048685,Andhra_Pradesh
Trade & repair services,2012-13,3647224,Andhra_Pradesh
Trade & repair services,2013-14,4456270,Andhra_Pradesh
Trade & repair services,2014-15,5724128,Andhra_Pradesh
Trade & repair services,2015-16,6634722,Andhra_Pradesh
Trade & repair services,2016-17,7841875,Andhra_Pradesh
Hotels & restaurants,2011-12,699128,Andhra_Pradesh
Hotels & restaurants,2012-13,807445,Andhra_Pradesh
Hotels & restaurants,2013-14,671188,Andhra_Pradesh
Hotels & restaurants,2014-15,770479,Andhra_Pradesh
Hotels & restaurants,2015-16,846813,Andhra_Pradesh
Hotels & restaurants,2016-17,944901,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2011-12,2531735,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2012-13,2987019,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2013-14,3229811,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2014-15,3604741,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2015-16,4182002,Andhra_Pradesh
"Transport, storage, communication & services related to broadcasting",2016-17,4895352,Andhra_Pradesh
Railways,2011-12,161363,Andhra_Pradesh
Railways,2012-13,175620,Andhra_Pradesh
Railways,2013-14,193048,Andhra_Pradesh
Railways,2014-15,199686,Andhra_Pradesh
Railways,2015-16,205940,Andhra_Pradesh
Railways,2016-17,208823,Andhra_Pradesh
Road transport,2011-12,1461278,Andhra_Pradesh
Road transport,2012-13,1715757,Andhra_Pradesh
Road transport,2013-14,1869092,Andhra_Pradesh
Road transport,2014-15,2055658,Andhra_Pradesh
Road transport,2015-16,2418848,Andhra_Pradesh
Road transport,2016-17,2863507,Andhra_Pradesh
Water transport,2011-12,0,Andhra_Pradesh
Water transport,2012-13,0,Andhra_Pradesh
Water transport,2013-14,0,Andhra_Pradesh
Water transport,2014-15,0,Andhra_Pradesh
Water transport,2015-16,0,Andhra_Pradesh
Water transport,2016-17,0,Andhra_Pradesh
Air transport,2011-12,23258,Andhra_Pradesh
Air transport,2012-13,43171,Andhra_Pradesh
Air transport,2013-14,34506,Andhra_Pradesh
Air transport,2014-15,120691,Andhra_Pradesh
Air transport,2015-16,158647,Andhra_Pradesh
Air transport,2016-17,217072,Andhra_Pradesh
Services incidental to transport,2011-12,371763,Andhra_Pradesh
Services incidental to transport,2012-13,484436,Andhra_Pradesh
Services incidental to transport,2013-14,447736,Andhra_Pradesh
Services incidental to transport,2014-15,454909,Andhra_Pradesh
Services incidental to transport,2015-16,513777,Andhra_Pradesh
Services incidental to transport,2016-17,593688,Andhra_Pradesh
Storage,2011-12,17531,Andhra_Pradesh
Storage,2012-13,15328,Andhra_Pradesh
Storage,2013-14,17085,Andhra_Pradesh
Storage,2014-15,19805,Andhra_Pradesh
Storage,2015-16,24206,Andhra_Pradesh
Storage,2016-17,28510,Andhra_Pradesh
Communication & services related to broadcasting,2011-12,496542,Andhra_Pradesh
Communication & services related to broadcasting,2012-13,552707,Andhra_Pradesh
Communication & services related to broadcasting,2013-14,668344,Andhra_Pradesh
Communication & services related to broadcasting,2014-15,753992,Andhra_Pradesh
Communication & services related to broadcasting,2015-16,860584,Andhra_Pradesh
Communication & services related to broadcasting,2016-17,983752,Andhra_Pradesh
Financial services,2011-12,2126507,Andhra_Pradesh
Financial services,2012-13,2363216,Andhra_Pradesh
Financial services,2013-14,2659553,Andhra_Pradesh
Financial services,2014-15,3023729,Andhra_Pradesh
Financial services,2015-16,3312302,Andhra_Pradesh
Financial services,2016-17,3700835,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2011-12,5551356,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2012-13,6924491,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2013-14,8230664,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2014-15,9478839,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2015-16,10903589,Andhra_Pradesh
"Real estate, ownership of dwelling & professional services",2016-17,12506017,Andhra_Pradesh
Public administration,2011-12,1131292,Andhra_Pradesh
Public administration,2012-13,1265964,Andhra_Pradesh
Public administration,2013-14,1433832,Andhra_Pradesh
Public administration,2014-15,1711265,Andhra_Pradesh
Public administration,2015-16,2061873,Andhra_Pradesh
Public administration,2016-17,2244545,Andhra_Pradesh
Other services,2011-12,2670927,Andhra_Pradesh
Other services,2012-13,3035381,Andhra_Pradesh
Other services,2013-14,3546015,Andhra_Pradesh
Other services,2014-15,4158229,Andhra_Pradesh
Other services,2015-16,4848041,Andhra_Pradesh
Other services,2016-17,5442671,Andhra_Pradesh
"Agriculture, forestry and fishing",2011-12,511201,Andhra_Pradesh
"Agriculture, forestry and fishing",2012-13,567087,Andhra_Pradesh
"Agriculture, forestry and fishing",2013-14,702979,Andhra_Pradesh
"Agriculture, forestry and fishing",2014-15,799825,Andhra_Pradesh
Crops,2011-12,318959,Andhra_Pradesh
Crops,2012-13,339064,Andhra_Pradesh
Crops,2013-14,375086,Andhra_Pradesh
Crops,2014-15,397591,Andhra_Pradesh
Livestock,2011-12,33664,Andhra_Pradesh
Livestock,2012-13,42223,Andhra_Pradesh
Livestock,2013-14,70541,Andhra_Pradesh
Livestock,2014-15,88176,Andhra_Pradesh
Forestry and logging,2011-12,109763,Andhra_Pradesh
Forestry and logging,2012-13,119262,Andhra_Pradesh
Forestry and logging,2013-14,133116,Andhra_Pradesh
Forestry and logging,2014-15,145096,Andhra_Pradesh
Fishing and aquaculture,2011-12,48815,Andhra_Pradesh
Fishing and aquaculture,2012-13,66538,Andhra_Pradesh
Fishing and aquaculture,2013-14,124236,Andhra_Pradesh
Fishing and aquaculture,2014-15,168961,Andhra_Pradesh
Mining and quarrying,2011-12,118123,Andhra_Pradesh
Mining and quarrying,2012-13,128413,Andhra_Pradesh
Mining and quarrying,2013-14,130634,Andhra_Pradesh
